# realdump/bin_5  RELASZ=0x56700  entries=14752
# idx | r_offset            r_info       type  sym | addend                 decode
10080 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
10081 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10082 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
10083 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10084 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
10085 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10086 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
10087 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10088 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
10089 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10090 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
10091 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10092 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
10093 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10094 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
10095 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10096 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
10097 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10098 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
10099 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10100 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
10101 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10102 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
10103 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10104 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
10105 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10106 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
10107 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10108 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
10109 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10110 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
10111 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10112 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
10113 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10114 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
10115 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10116 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
10117 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10118 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
10119 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10120 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
10121 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10122 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
10123 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10124 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
10125 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10126 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
10127 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10128 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
10129 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10130 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
10131 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10132 | 0x00000000010405f8  0x0000000000000026  R64_REL    0 | 0x000000000205c308  
10133 | 0x0000000000000000  0x0000000000000026  R64_REL    0 | 0xc3000000d8c38148  add rbx,0xd8;ret
10134 | 0x00000000008040e0  0x0000000f00000001  R_64      15 | 0x000000000205c308  
10135 | 0x00000000008040de  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10136 | 0x0000000000404040  0x0000000900000006  GLOB_DAT   9 | 0x0000000000000000  
10137 | 0x0000000001040670  0x0000000000000026  R64_REL    0 | 0x000000000205c308  
10138 | 0x0000000000000000  0x0000000000000026  R64_REL    0 | 0xc300000540c38148  add rbx,0x540;ret
10139 | 0x00000000008040e0  0x0000000000000026  R64_REL    0 | 0x000000000205c308  
10140 | 0x00000000010406b8  0x0000000000000026  R64_REL    0 | 0x000000000205c300  
10141 | 0x0000000000000000  0x0000000000000026  R64_REL    0 | 0x000000000000000c  
10142 | 0x0000000000804170  0x0000000000000026  R64_REL    0 | 0x000000000205c300  
10143 | 0x00000000008040de  0x0000000f00000005  COPY      15 | 0x0000000000000000  
10144 | 0x0000000000804170  0x0000000000000026  R64_REL    0 | 0x0000000000000000  
10145 | 0x0000000000404040  0x0000000900000006  GLOB_DAT   9 | 0x0000000000000000  
10146 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0xffffffffffffffff  
10147 | 0x0000000001040760  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
10148 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
10149 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0x0000000000000001   sym7.val=0x804180
10150 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10151 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0x0000000000000001   sym7.val=0x804180
10152 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10153 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0x0000000000000001   sym7.val=0x804180
10154 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10155 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0x0000000000000001   sym7.val=0x804180
10156 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10157 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0x0000000000000001   sym7.val=0x804180
10158 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10159 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0x0000000000000001   sym7.val=0x804180
10160 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10161 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0x0000000000000001   sym7.val=0x804180
10162 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10163 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0x0000000000000001   sym7.val=0x804180
10164 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10165 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
10166 | 0x0000000001040928  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
10167 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
10168 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
10169 | 0x0000000001040970  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
10170 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
10171 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
10172 | 0x00000000010409b8  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
10173 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
10174 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
10175 | 0x0000000001040a00  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
10176 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
10177 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
10178 | 0x0000000001040a48  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
10179 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
10180 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
10181 | 0x0000000001040a90  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
10182 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
10183 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
10184 | 0x0000000001040ad8  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
10185 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
10186 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
10187 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10188 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
10189 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10190 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
10191 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10192 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
10193 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10194 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
10195 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10196 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
10197 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10198 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
10199 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10200 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
10201 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10202 | 0x0000000001040c88  0x0000000000000026  R64_REL    0 | 0x000000000205c308  
10203 | 0x0000000000000000  0x0000000000000026  R64_REL    0 | 0xc300000708eb8148  sub rbx,0x708;ret
10204 | 0x00000000008040e0  0x0000000f00000001  R_64      15 | 0x000000000205c308  
10205 | 0x00000000008040de  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10206 | 0x0000000000404040  0x0000000900000006  GLOB_DAT   9 | 0x0000000000000000  
10207 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0x0000000000000001   sym7.val=0x804180
10208 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10209 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0x0000000000000001   sym7.val=0x804180
10210 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10211 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0x0000000000000001   sym7.val=0x804180
10212 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10213 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0x0000000000000001   sym7.val=0x804180
10214 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10215 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0x0000000000000001   sym7.val=0x804180
10216 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10217 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0x0000000000000001   sym7.val=0x804180
10218 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10219 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0x0000000000000001   sym7.val=0x804180
10220 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10221 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0x0000000000000001   sym7.val=0x804180
10222 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10223 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0x0000000000000001   sym7.val=0x804180
10224 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10225 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0x0000000000000001   sym7.val=0x804180
10226 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10227 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0x0000000000000001   sym7.val=0x804180
10228 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10229 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0x0000000000000001   sym7.val=0x804180
10230 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10231 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0x0000000000000001   sym7.val=0x804180
10232 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10233 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0x0000000000000001   sym7.val=0x804180
10234 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10235 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0x0000000000000001   sym7.val=0x804180
10236 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10237 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0x0000000000000001   sym7.val=0x804180
10238 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10239 | 0x0000000001041000  0x0000000000000026  R64_REL    0 | 0x000000000205c308  
10240 | 0x0000000000000000  0x0000000000000026  R64_REL    0 | 0xc3000000d8c38148  add rbx,0xd8;ret
10241 | 0x00000000008040e0  0x0000000f00000001  R_64      15 | 0x000000000205c308  
10242 | 0x00000000008040de  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10243 | 0x0000000000404040  0x0000000900000006  GLOB_DAT   9 | 0x0000000000000000  
10244 | 0x0000000001041078  0x0000000000000026  R64_REL    0 | 0x000000000205c308  
10245 | 0x0000000000000000  0x0000000000000026  R64_REL    0 | 0xc300000390c38148  add rbx,0x390;ret
10246 | 0x00000000008040e0  0x0000000000000026  R64_REL    0 | 0x000000000205c308  
10247 | 0x00000000010410c0  0x0000000000000026  R64_REL    0 | 0x000000000205c300  
10248 | 0x0000000000000000  0x0000000000000026  R64_REL    0 | 0x000000000000000c  
10249 | 0x0000000000804170  0x0000000000000026  R64_REL    0 | 0x000000000205c300  
10250 | 0x00000000008040de  0x0000000f00000005  COPY      15 | 0x0000000000000000  
10251 | 0x0000000000804170  0x0000000000000026  R64_REL    0 | 0x0000000000000000  
10252 | 0x0000000000404040  0x0000000900000006  GLOB_DAT   9 | 0x0000000000000000  
10253 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0xffffffffffffffff  
10254 | 0x0000000001041168  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
10255 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
10256 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
10257 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10258 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
10259 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10260 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
10261 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10262 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
10263 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10264 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
10265 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10266 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
10267 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10268 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
10269 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10270 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
10271 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10272 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
10273 | 0x0000000001041330  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
10274 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
10275 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0x0000000000000001   sym7.val=0x804180
10276 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10277 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0x0000000000000001   sym7.val=0x804180
10278 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10279 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0x0000000000000001   sym7.val=0x804180
10280 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10281 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0x0000000000000001   sym7.val=0x804180
10282 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10283 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0x0000000000000001   sym7.val=0x804180
10284 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10285 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0x0000000000000001   sym7.val=0x804180
10286 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10287 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0x0000000000000001   sym7.val=0x804180
10288 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10289 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0x0000000000000001   sym7.val=0x804180
10290 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10291 | 0x00000000010414e0  0x0000000000000026  R64_REL    0 | 0x000000000205c308  
10292 | 0x0000000000000000  0x0000000000000026  R64_REL    0 | 0xc300000558eb8148  sub rbx,0x558;ret
10293 | 0x00000000008040e0  0x0000000f00000001  R_64      15 | 0x000000000205c308  
10294 | 0x00000000008040de  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10295 | 0x0000000000404040  0x0000000900000006  GLOB_DAT   9 | 0x0000000000000000  
10296 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
10297 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10298 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
10299 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10300 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
10301 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10302 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
10303 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10304 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
10305 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10306 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
10307 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10308 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
10309 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10310 | 0x00000000008040b0  0x0000000700000001  R_64       7 | 0xffffffffffffffff   sym7.val=0x804180
10311 | 0x00000000008040c8  0x0000000700000005  COPY       7 | 0x0000000000000000   sym7.val=0x804180
10312 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
10313 | 0x00000000010416f0  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
10314 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
10315 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
10316 | 0x0000000001041738  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
10317 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
10318 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
10319 | 0x0000000001041780  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
10320 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
10321 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
10322 | 0x00000000010417c8  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
10323 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
10324 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
10325 | 0x0000000001041810  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
10326 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
10327 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
10328 | 0x0000000001041858  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
10329 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
10330 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
10331 | 0x00000000010418a0  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
10332 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
10333 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
10334 | 0x00000000010418e8  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
10335 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
10336 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
10337 | 0x0000000001041930  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
10338 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
10339 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
10340 | 0x0000000001041978  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
10341 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
10342 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
10343 | 0x00000000010419c0  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
10344 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
10345 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
10346 | 0x0000000001041a08  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
10347 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
10348 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
10349 | 0x0000000001041a50  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
10350 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
10351 | 0x00000000008040c8  0x0000000800000001  R_64       8 | 0x0000000000000001  
10352 | 0x0000000001041a98  0x0000000700000001  R_64       7 | 0x0000000000000000   sym7.val=0x804180
10353 | 0x0000000000000000  0x0000000a00000005  COPY      10 | 0x0000000000000000   sym10.val=0x8040c8
